name ,Asset Growth,Net Interest margin,ROA,Loss Allowance to Loans,Loans to Assets,Score
The Farmers State Bank of Blue Mound,-3.242416747,4.716436584,0.833673469,1.304140885,69.93906415,19.19832877
CBI Bank & Trust,8.122435117,3.440146522,1.034436566,1.195085134,71.11531021,19.19624461
First United Bank and Trust Company,3.933468701,4.165211017,1.545375978,1.091645551,69.97995194,19.19554612
City State Bank,4.440844844,3.268789313,1.372094079,1.047623575,71.084499,19.19325149
FNB Bank,29.35784472,4.381981653,1.266222623,1.008929638,70.1121319,19.19231645
The Evangeline Bank and Trust Company,5.510564072,3.99641757,0.780912293,1.056668617,70.93335904,19.19183938
Ennis State Bank,8.580038384,4.500364838,1.662663127,1.336549463,69.26730988,19.19172183
"Connecticut Community Bank, National Association",-4.647499635,4.132806839,0.41346135,1.423261518,70.79645421,19.19149598
First FarmBank,3.792925233,3.984937548,0.964760772,1.355223641,70.46095916,19.19147028
Burling Bank,-0.546509705,4.148532956,1.37839044,1.091772487,70.14568581,19.19109542
Great North Bank,0.025308269,4.114576859,0.263264972,1.181509522,71.20411119,19.19086564
Alliance Bank Central Texas,4.25937324,3.418472364,0.630516701,1.006562771,71.70577913,19.19033274
"First Mid Bank & Trust, National Association",13.85747628,3.58988991,1.137904839,0.993225452,71.031728,19.18818705
Citizens State Bank Norwood Young America,1.978506868,4.721501398,1.736660945,1.131121964,69.15403411,19.1858296
Citizens Bank,5.833706134,4.424402369,2.03679814,0.481046076,69.79819068,19.18510932
Anthem Bank & Trust,8.155528186,3.952499525,0.354095601,1.204439821,71.2254966,19.18413289
Greenville Savings Bank,1.093974622,3.120403806,0.782068321,0.909569657,71.92436493,19.18410168
WestStar Bank,4.166771465,4.464864159,2.480745681,1.04097109,68.74949348,19.1840186
The Hometown Bank of Alabama,9.155102577,4.730685264,1.615140052,0.855727796,69.53336114,19.18372856
Bank of Texas,1.939601403,3.590976285,2.31469069,1.379770229,69.43236478,19.1794505
First-Citizens Bank & Trust Company,8.115717154,3.673954729,1.201069831,0.8790976,70.94303772,19.17428997
Washington Savings Bank,9.531065117,2.93354043,0.645892158,0.717588061,72.39678134,19.1734505
Farmers & Merchants Bank,0.600587715,4.307462769,1.392532675,1.700693309,69.28960915,19.17257448
Bank of Erath,-2.071349775,4.333645313,0.806930277,0.860699335,70.68000946,19.1703211
First State Bank,5.078722179,3.449699531,1.410505757,1.116511596,70.68715627,19.16596829
American Eagle Bank of Chicago,-8.026227399,3.293622739,0.400707206,0.775062746,72.19252349,19.16547905
Union National Bank & Trust Company,2.850395509,3.594586461,1.130928944,0.610170848,71.32233659,19.16450571
Central State Bank,9.199569619,2.990606748,1.561122302,1.189457174,70.91519863,19.16409621
Centennial Bank,1.95198716,4.235086735,1.051015248,1.183054261,70.18360456,19.1631902
North Shore Bank of Commerce,4.809000371,4.188641572,1.268398596,0.974115909,70.2188257,19.16249544
Dakota Prairie Bank,-2.463273161,4.323665574,1.49998728,1.635629278,69.17872825,19.1595026
River City Bank,12.70076155,2.740385549,1.098820332,2.182353635,70.61507642,19.15915898
Community National Bank,16.65236935,3.901959857,1.690253953,1.153874154,69.88556429,19.15791306
Town Center Bank,2.016193844,3.933462206,0.496011528,1.200877941,70.99574058,19.15652306
F & M Bank,8.343044527,3.989011739,1.499880648,1.31548286,69.8185136,19.15572221
US Metro Bank,36.82484193,4.272792601,1.17357353,1.43660522,69.73225653,19.15380697
Peoples Savings Bank,-0.427823265,3.244804777,-0.07185033,1.805810375,71.62456928,19.15083353
"SouthStar Bank, S.S.B.",21.56050389,4.738179665,0.978542868,0.675839054,70.20854934,19.15027773
Patterson State Bank,2.673891118,3.969733883,0.929951957,1.342779941,70.34839282,19.14771465
First Federal Savings Bank,7.60900838,3.667620561,1.357922615,1.172005948,70.38210322,19.14491309
Generations Bank,-3.496447125,3.537417803,-0.04788574,0.730306704,72.35952708,19.14484146
"PBK BANK, INC.",0.726373608,4.955614936,1.692789754,1.212747377,68.71631218,19.14436606
North Brookfield Savings Bank,2.191016799,3.346971529,0.445926162,0.586801798,72.19270981,19.14310232
Bank of Cave City,10.65793175,4.404638456,1.202570507,0.992463441,69.97069205,19.14259111
1st Equity Bank Northwest,-4.197525077,3.436746524,0.974329641,1.318968332,70.83997375,19.14250456
Jarrettsville Federal Savings and Loan Association,5.147874991,2.786064295,0.666778972,1.128188912,71.98473973,19.14144298
American Exchange Bank,3.732791419,4.794317609,1.06987131,0.617618377,70.07196663,19.13844348
BNB Bank,6.50207031,3.488085791,0.841989355,0.996203243,71.22572007,19.13799961
The Cortland Savings and Banking Company,2.880663293,3.64275318,1.404539799,0.859643347,70.64293407,19.1374676
The First National Bank of Manchester,1.924721375,4.378562934,1.621334476,1.157662344,69.39044551,19.13700132
First Federal Bank of Kansas City,2.671774859,2.140149772,0.079502528,0.47898609,73.84670913,19.13633688
1880 Bank,6.472660948,3.906765423,1.028237574,0.741065885,70.86893179,19.13625017
Table Rock Community Bank,2.767253971,4.498010226,0.797551209,1.273526428,69.97443856,19.13588161
"River City Bank, Inc.",6.750564257,4.196626454,1.238804802,1.479689352,69.6282744,19.13584875
Citizens Community Bank,7.00868887,5.223485826,1.889862521,1.456317063,67.96954361,19.13480226
Embassy National Bank,-1.648677947,5.353462429,1.95981762,2.014787939,67.20648537,19.13363834
The Monticello Banking Company,2.59763973,3.912208712,1.473195065,1.039854454,70.10767558,19.13323345
Garrison State Bank and Trust,4.526249616,4.104922339,1.265933149,1.087550947,70.07280595,19.1328031
Sturgis Bank & Trust Company,5.729496088,3.770847619,1.0451312,1.018224147,70.69611724,19.13258005
First Nebraska Bank,2.313549606,3.864966136,1.118430204,1.246467245,70.29592668,19.13144757
PeoplesTrust Bank,5.190433477,4.278219351,1.315898255,1.139267614,69.79066931,19.13101363
LIBERTY BANK,10.08535856,3.911037774,1.200099163,0.555564035,70.84760507,19.12857651
CedarStone Bank,3.598182181,3.838578375,0.838937758,0.902849488,70.92988414,19.12756244
Bank of Eastman,-9.231553234,4.814604919,0.507898338,1.115567126,70.0647527,19.12570577
The First National Bank of Ballinger,7.285184598,4.421397706,1.618827055,1.655787696,68.78911277,19.12128131
First State Bank Minnesota,-2.64207523,3.956146924,1.489603331,1.883597009,69.15395365,19.12082523
Beal Bank USA,-14.66958948,6.489219949,4.987005263,3.111172448,61.88578029,19.11829449
Security Bank and Trust Company,2.83260214,4.237688136,1.138374525,1.767972848,69.31710556,19.11528527
Illinois National Bank,20.17735527,3.471856318,1.342944608,1.218412579,70.4230793,19.1140732
Fredonia Valley Bank,1.476185706,4.634630284,1.376971889,2.212651413,68.2275755,19.11295727
First Community Bank of Cullman,13.85669702,3.340946148,0.313410631,0.700162156,72.08585038,19.11009233
"Hatboro Federal Savings, FA",3.661908118,2.913991332,0.946183186,0.527585293,72.03920199,19.10674045
Hillsboro Bank,13.55299213,4.356313849,1.743212412,1.039474792,69.28607207,19.10626828
LCNB National Bank,1.487162115,3.536760178,0.934213344,0.345514379,71.60168188,19.10454245
Bristol Morgan Bank,1.064723735,3.634907775,0.239280916,1.195186397,71.34736488,19.10418499
The First and Farmers Bank,7.968523047,4.005102854,0.117787053,0.417802461,71.86931181,19.10250104
Redding Bank of Commerce,11.84061341,4.076950436,1.325113231,1.333567217,69.67330841,19.10223482
Community Bank,5.796198516,3.582587712,0.641868664,1.030352395,71.14624474,19.10026338
Jonesburg State Bank,4.69136843,3.982966626,1.509431864,1.212609949,69.69205322,19.09926541
Southwest Georgia Bank,6.236560814,3.930027824,0.953266415,0.841008883,70.62050365,19.08620169
Exchange Bank,1.212975686,3.18135441,1.732096502,1.480319143,69.94479676,19.0846417
Wauchula State Bank,5.795111569,4.435760368,2.143692723,1.730855886,68.02215175,19.08311518
German-American State Bank,-0.385039615,3.464997179,1.278669158,1.127131089,70.45820926,19.08225167
Lake Shore Savings Bank,9.264177987,3.559697347,0.782112842,0.864607737,71.11024059,19.07916463
Liberty First Bank,2.828079503,4.371607125,1.276601084,1.138412123,69.52189245,19.0771282
Oriental Bank,-4.833803462,5.441314919,1.28225758,3.66789548,65.91561188,19.07676996
Suncrest Bank,9.424132018,4.642818962,1.183618418,0.627932211,69.82833998,19.07067739
State Bank of Cochran,-1.586925964,4.745675071,2.470259564,4.109828367,64.94185689,19.06690497
The First National Bank of Hartford,12.2108214,3.733220104,0.610740096,0.968060811,70.94368557,19.06392665
"Vision Bank, National Association",5.068481726,4.185581698,1.249745742,1.38228629,69.42972051,19.06183356
California Pacific Bank,6.212339207,5.799219278,2.409771581,9.091907807,58.93958603,19.06012117
Emigrant Bank,-0.316552584,4.661402383,2.030135158,1.711176664,67.83674337,19.05986439
Citizens Alliance Bank,14.28437572,3.716048102,1.68863261,1.307552662,69.51688179,19.05727879
Ford County State Bank,3.433361811,4.001158261,1.404438956,1.961529689,68.85412217,19.05531227
Republic Bank & Trust,5.221860796,4.369467363,1.566755456,1.292971305,68.97787284,19.05176674
UNICO Bank,10.93001179,3.81587746,0.870263459,0.769840319,70.74928475,19.0513165
First Community Bank of Central Alabama,6.847203564,4.29711288,2.16999148,2.242426229,67.48016687,19.04742436
Home National Bank,9.277838174,5.159260429,1.020574566,1.613011327,68.39416058,19.04675173
River Cities Bank,6.019689781,3.59468766,1.709187863,1.567101207,69.30099661,19.04299334
Hawaii National Bank,3.510004469,3.954095354,0.423427498,1.070954683,70.71904209,19.04187991
Cumberland Valley National Bank & Trust Company,9.561307885,3.700479901,0.609119438,1.250054661,70.60448093,19.04103373
The Farmers Bank,13.33240884,3.957512638,0.919497898,1.428483151,69.8544653,19.03998975
Gibsland Bank & Trust Company,8.060599191,4.432921918,0.691655924,1.148954751,69.88103478,19.03864184
The Brookville Building and Savings Association,-0.226103919,3.473493315,0.830253858,1.006721804,70.84146125,19.03798256
First Palmetto Bank,6.022459898,3.472396649,1.1270818,1.334039348,70.21339678,19.03672864
Lamar National Bank,10.60880508,4.487250243,1.139473646,0.98649676,69.53178129,19.03625048
"Sage Capital Bank,",2.690495737,4.379896507,1.081657383,1.242410089,69.43403852,19.03450062
Byline Bank,10.53180884,4.553546295,0.882304893,0.676107269,70.00823958,19.03004951
The Farmers Bank and Savings Company,2.607129952,3.822138429,0.964981318,1.077939325,70.25348628,19.02963634
Peoples Trust Company of St. Albans,-0.546068852,3.960209514,0.764892518,1.195055228,70.18317962,19.02583422
West Plains Savings and Loan Association,7.2408083,3.371954387,0.931167363,0.996815978,70.79743331,19.02434276
Owingsville Banking Company,0.119103994,4.684997767,0.437237772,1.403351774,69.56534217,19.02273237
"First Jackson Bank, Inc.",6.682756357,3.96206918,1.637768826,0.890829406,69.59743595,19.02202584
Stoughton Co-operative Bank,4.299116176,2.590331488,0.234231342,0.772172996,72.49021136,19.0217368
First State Bank of Olmsted,2.93255132,3.829506069,0.950537482,1.016862254,70.28213166,19.01975937
State Bank of the Lakes,9.148220153,3.291713205,0.960724075,0.478983393,71.3471277,19.01963709
United Republic Bank,8.58183366,3.536713021,0.401350224,0.212239897,71.89916523,19.01236709
Diamond Bank,8.40219428,3.680042013,1.166779041,1.151537777,70.0446826,19.01076036
Millbury National Bank,9.564750134,4.137893159,0.239030534,0.715165672,70.94790035,19.00999743
Union Bank & Trust,30.36979814,4.095234053,1.275241138,0.438739739,70.2270218,19.00905918
First National Bank of Picayune,-1.741305639,4.768482761,2.750757027,1.349699392,67.15804125,19.00674511
City National Bank of Florida,9.294545,3.001935116,0.852180592,0.256205911,71.90153581,19.00296436
"Wilmington Savings Fund Society, FSB",72.62221854,4.144305467,1.688546018,0.842338022,69.33253718,19.00193167
Manufacturers Bank,73.55001926,3.116588753,0.917468342,1.796071408,70.16589698,18.99900637
"Lone Star Capital Bank, National Association",6.623916508,4.005305366,0.537575457,1.139774503,70.31013978,18.99819878
Security Bank of the Ozarks,-1.65885474,4.791959331,1.108268405,0.579162165,69.48105739,18.99011182
PeoplesSouth Bank,8.248582325,4.039065555,1.165252279,1.314826827,69.42304759,18.98554806
The First National Bank of Gilbert,18.56597105,4.036532458,0.943483214,0.937534468,70.02260974,18.98503997
The Bank of Kaukauna,-0.331751136,3.651929205,1.073713163,1.184062689,70.02500893,18.9836785
Industrial Bank,0.933460929,4.293336361,0.23780436,1.092660701,70.30995842,18.98343996
"Gilmer National Bank, Gilmer, Texas",4.676796957,3.8851934,1.14170452,1.624827948,69.28001699,18.98293571
NEW FRONTIER BANK,19.13304899,3.934374706,0.133240454,0.724823058,71.13788847,18.98258167
Walden Savings Bank,4.549093404,3.683788971,0.940434611,0.961015324,70.34087444,18.98152834
CIBM Bank,-3.681136921,3.12507561,0.609407249,1.589019626,70.57705737,18.97513996
Sainte Marie State Bank,-14.62830932,2.445088819,-2.25317467,3.061156585,72.62801017,18.97027023
The Corder Bank,4.810464495,4.133723113,0.892562822,1.532043989,69.31660438,18.96873358
Wayne Bank,5.120685454,3.488712036,1.249657531,1.010033241,70.11931157,18.96692859
The Waggoner National Bank of Vernon,-0.614562319,4.552378173,2.842062198,2.677440691,65.79421694,18.9665245
United Bankers' Bank,-9.243782491,3.057246525,0.513276925,1.194226595,71.09939204,18.96603552
Popular Bank,7.526602152,3.62590783,0.659344881,1.099492048,70.46125238,18.96149928
Peoples State Bank,0.749626141,3.38409306,0.960633768,1.754162845,69.74625886,18.96128713
Arizona Bank & Trust,6.954119182,4.472763327,1.761502849,0.863878179,68.74492333,18.96076692
The Union Bank,0.70382772,3.999590527,0.591777871,1.354169563,69.87591097,18.95536223
Bank & Trust Company,11.31383766,3.497012365,0.859529273,1.759200522,69.70528183,18.955256
Pacific National Bank,29.6150427,3.251894027,0.556760765,0.68767573,71.31351641,18.95246173
D. L. Evans Bank,10.39927021,4.491762133,1.365676384,1.609227209,68.33501498,18.95042018
Security State Bank of Fergus Falls,-1.621884498,3.791956395,1.376314277,1.026994629,69.59837893,18.94841106
First National Bank of Benton,3.990654047,4.253358624,0.731111459,2.924797831,67.88344649,18.9481786
Bank of O'Fallon,-3.744209031,3.072349532,1.570640588,1.520208286,69.62628946,18.94737197
Bruning State Bank,-1.058276825,3.362745002,0.96688184,1.916188544,69.50539808,18.93780337
Citizens Bank of the South,1.87936043,4.648307921,0.931471455,1.172178904,68.99799631,18.93748865
Washington Financial Bank,1.883283216,3.19567411,0.719642523,1.133270068,70.68784429,18.93410775
First State Bank,12.13569807,4.138784251,1.25998882,0.238707833,70.09159017,18.93226777
ESSA Bank & Trust,-1.796063391,2.860879793,0.615982119,0.887633956,71.36086236,18.93133956
Henderson Federal Savings Bank,-2.299668308,3.689795226,1.001723868,1.697757284,69.33190432,18.93029517
"Texas Advantage Community Bank, National Association",11.91756841,3.582568312,0.813177205,0.782027403,70.54304347,18.9302041
American Bank & Trust Company,4.872284795,4.019128989,1.669123101,1.090232797,68.93268973,18.92779365
First Farmers State Bank,1.839361992,3.649453636,1.473548342,0.798116143,69.78571344,18.92670789
First Community Bank of Tennessee,21.85745789,3.347569276,0.879294694,0.719045599,70.75636867,18.92556956
Banco do Brasil Americas,-1.739416608,3.319624089,0.561852872,1.028276555,70.78606603,18.92395489
"Atlantic Capital Bank, National Association",-16.35074896,3.567393307,1.046956928,1.001950674,70.07502995,18.92283271
The Shelby County State Bank,3.680209415,3.639108747,1.20849096,1.265746489,69.5699344,18.92082015
The Bank of Glen Burnie,-6.784683714,3.313431328,0.419934032,0.832256993,71.11313154,18.91968847
Falcon International Bank,9.347027035,4.154996819,1.626662692,1.279357625,68.61708774,18.91952622
Peoples Bank,-0.757035005,4.096793068,0.84484712,0.390875654,70.34472341,18.91930981
Sunrise Bank,13.50917788,4.233176331,1.196544645,1.067106022,69.18021311,18.91926003
UBank,0.336786014,4.728322488,1.16890633,1.394254635,68.38552269,18.91925154
United Bank,2.917140609,3.639029944,1.399640632,0.569472019,70.05941076,18.91688834
Custer Federal State Bank,-10.28187629,3.878940773,1.244796821,1.782086388,68.75246362,18.9145719
The First National Bank of Las Animas,6.850551963,4.566345048,2.534625714,2.155030327,66.38041166,18.90910319
